,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
576,282,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,NO,2,2,NO,13880,6940,48580,N
577,222,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,NO,5000,10000,40000,Y
578,415,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,YES,1,3,YES,7860,7860,35370,N
579,51,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,6420,19260,38520,Y
580,255,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,Single Vehicle Collision,Front Collision,Total Loss,Other,16,1,NO,2,0,YES,12240,12240,42840,N
581,143,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,21,4,YES,2,0,NO,6920,13840,55360,N
582,130,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,13080,13080,58860,N
583,242,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,0,1,NO,12380,12380,43330,N
584,96,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,1,2,NO,670,670,4690,N
585,180,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,Vehicle Theft,Rear Collision,Minor Damage,None,17,1,NO,1,3,NO,1020,510,3570,N
586,150,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,YES,1,3,YES,510,510,3570,N
587,463,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,NO,1,2,NO,7240,14480,50680,Y
588,472,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,NO,2,3,NO,14180,7090,49630,N
589,75,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,23,2,NO,2,3,YES,6510,6510,52080,N
590,193,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,NO,2,1,YES,0,14280,49980,N
591,43,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,NO,2,1,NO,7270,21810,50890,Y
592,253,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,NO,6290,6290,44030,N
593,152,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,YES,1,1,NO,7690,7690,69210,Y
594,160,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,NO,2,1,YES,7420,14840,44520,N
595,56,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,YES,1,2,YES,0,6500,52000,N
596,286,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,0,NO,500,500,4000,N
597,3,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,1,NO,500,1000,3500,Y
598,286,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,NO,1,3,YES,6050,12100,36300,N
599,239,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,NO,1,3,NO,6880,6880,48160,N
600,64,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,NO,1,2,NO,4370,4370,34960,Y
601,98,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,Single Vehicle Collision,Front Collision,Minor Damage,Other,3,1,NO,2,0,NO,7120,7120,49840,N
602,16,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,Single Vehicle Collision,Rear Collision,Total Loss,Other,0,1,NO,2,1,NO,10000,10000,35000,Y
603,70,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,19,1,NO,2,3,NO,0,550,3850,N
604,75,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,NO,0,1,YES,5970,11940,53730,N
605,246,100/300,1000,1397.0,0,MALE,High School,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,6,1,NO,1,0,NO,6860,6860,48020,N
606,110,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,NO,0,3,NO,5750,5750,46000,N
607,236,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,Parked Car,Rear Collision,Minor Damage,Police,17,1,YES,0,0,NO,870,1740,6090,N
608,267,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,NO,15420,7710,53970,N
609,463,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,6600,6600,46200,N
610,303,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,NO,1,0,NO,9980,4990,39920,N
611,137,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4,3,NO,2,1,NO,6730,13460,53840,N
612,56,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,13,1,NO,1,2,YES,11180,11180,39130,N
613,75,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,NO,0,2,YES,6630,13260,59670,N
614,131,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,Parked Car,Rear Collision,Minor Damage,Police,3,1,NO,0,1,NO,490,490,3920,N
615,153,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,NO,1,0,NO,14140,14140,49490,N
616,255,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,NO,2,2,NO,7470,14940,52290,Y
617,103,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,NO,2,2,NO,4060,4060,32480,N
618,97,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,10060,10060,25150,N
619,214,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,NO,4280,8560,34240,N
620,438,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,NO,0,0,NO,4070,4070,32560,Y
621,87,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,NO,2,1,YES,6300,3150,25200,N
622,27,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,2,0,NO,400,400,2400,N
623,206,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,NO,1,1,NO,7180,14360,57440,Y
624,127,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,Parked Car,Rear Collision,Minor Damage,None,10,1,YES,1,0,NO,560,1120,4480,N
625,422,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,15500,7750,62000,N
626,303,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,YES,1,2,NO,12140,6070,54630,N
627,228,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,Parked Car,Rear Collision,Trivial Damage,Police,20,1,NO,0,2,NO,1100,1100,3850,N
628,239,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,15980,7990,63920,Y
629,330,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,2,NO,0,2,YES,11000,5500,44000,Y
630,128,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,NO,2,1,NO,16040,16040,56140,N
631,147,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,Multi-vehicle Collision,Rear Collision,Total Loss,Other,2,2,NO,1,2,NO,9760,4880,39040,N
632,287,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,NO,0,2,NO,5380,5380,43040,N
633,142,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,YES,1,2,NO,4530,9060,40770,Y
634,162,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,YES,0,3,YES,9880,4940,39520,N
635,140,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,Parked Car,Rear Collision,Trivial Damage,None,5,1,NO,0,2,YES,520,260,2080,Y
636,106,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,Vehicle Theft,Rear Collision,Minor Damage,Police,8,1,YES,2,1,YES,0,1220,4270,N
637,292,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,0,2,NO,670,1340,5360,N
638,34,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,NO,1,0,NO,5080,5080,40640,Y
639,290,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,NO,1,1,NO,5190,5190,31140,N
640,182,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,NO,2,3,YES,8150,16300,65200,N
641,362,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,NO,0,3,NO,0,0,39690,N
642,143,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,NO,2,0,NO,5660,5660,50940,N
643,183,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,NO,0,1,YES,9440,4720,37760,Y
644,254,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,Single Vehicle Collision,Front Collision,Minor Damage,Other,23,1,NO,2,2,NO,9720,4860,38880,N
645,249,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,YES,2,1,YES,5710,5710,45680,N
646,169,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,2,3,NO,14080,7040,56320,N
647,235,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,NO,1,2,NO,6830,13660,47810,N
648,112,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,0,2,NO,460,920,3680,N
649,16,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,NO,0,2,NO,6600,13200,39600,Y
650,128,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,NO,0,2,NO,0,15540,54390,Y
651,103,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,7770,15540,54390,N
652,356,500/1000,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,Multi-vehicle Collision,Front Collision,Major Damage,Other,23,3,NO,2,1,NO,12500,12500,43750,Y
653,109,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,NO,1,3,YES,16560,16560,57960,N
654,2,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,NO,1,3,YES,4030,8060,36270,N
655,198,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,Single Vehicle Collision,Side Collision,Major Damage,Other,18,1,YES,1,1,YES,9500,9500,76000,N
656,107,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,8,1,NO,1,3,NO,780,390,2730,N
657,252,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,NO,0,3,NO,11880,5940,41580,Y
658,303,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,NO,2,0,NO,6690,6690,46830,N
659,101,250/500,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,NO,0,3,YES,8720,4360,30520,N
660,446,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,NO,0,0,NO,6280,12560,43960,N
661,330,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,NO,11900,5950,41650,N
662,211,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,YES,1,0,NO,5940,5940,41580,N
663,172,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,NO,0,1,NO,7580,7580,26530,N
664,316,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,NO,0,1,YES,6310,12620,44170,N
665,435,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,NO,2,1,NO,5240,10480,47160,Y
666,344,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,NO,2,2,YES,17400,11600,46400,Y
667,204,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,4200,8400,33600,N
668,278,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,NO,2,2,YES,5850,5850,46800,N
669,434,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,11040,11040,44160,N
670,209,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,3,NO,8180,8180,49080,N
671,250,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,NO,10700,10700,42800,N
672,61,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,4040,4040,24240,N
673,80,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,NO,0,1,NO,3720,3720,26040,N
674,25,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,Vehicle Theft,Rear Collision,Trivial Damage,None,0,1,NO,1,1,YES,480,960,2880,N
675,4,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,Vehicle Theft,Rear Collision,Trivial Damage,Police,4,1,NO,0,2,NO,840,420,2940,N
676,32,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,10540,5270,42160,N
677,125,500/1000,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,Parked Car,Rear Collision,Trivial Damage,None,4,1,YES,1,2,NO,0,960,3360,N
678,276,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,NO,0,2,NO,13860,6930,48510,N
679,148,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,4060,4060,24360,N
680,222,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,NO,2,2,YES,6720,6720,47040,N
681,32,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,Parked Car,Rear Collision,Trivial Damage,Police,22,1,YES,0,0,NO,440,440,1760,N
682,78,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,Parked Car,Rear Collision,Trivial Damage,Police,4,1,NO,0,3,NO,550,1100,4400,N
683,238,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,4270,4270,34160,Y
684,313,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,YES,1,3,NO,3660,7320,29280,Y
685,334,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,NO,2,0,NO,5000,10000,35000,N
686,190,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,0,1,NO,640,320,2880,N
687,194,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,NO,0,2,NO,13700,20550,61650,N
688,290,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,YES,6240,12480,37440,N
689,26,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,NO,2,3,NO,5730,11460,45840,N
690,254,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,YES,2,2,NO,5770,11540,46160,N
691,199,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,Single Vehicle Collision,Front Collision,Major Damage,Police,6,1,NO,0,2,NO,8080,4040,32320,Y
692,137,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,Parked Car,Rear Collision,Minor Damage,Police,4,1,YES,1,1,NO,1200,1200,4200,N
693,134,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,17,3,NO,2,0,YES,9650,9650,57900,N
694,73,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Other,15,3,NO,0,0,YES,0,11400,45600,N
695,289,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,Vehicle Theft,Rear Collision,Trivial Damage,Police,9,1,NO,2,1,NO,300,300,2100,N
696,176,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,1,YES,4300,8600,34400,N
697,145,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,NO,2,3,NO,5010,10020,40080,N
698,164,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,Vehicle Theft,Rear Collision,Trivial Damage,Police,5,1,YES,1,0,NO,480,480,3360,N
699,186,250/500,2000,1218.56,0,FEMALE,Masters,transport-moving,husband,39300,-60300,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,YES,2,2,NO,11460,5730,51570,Y
700,85,250/500,2000,1234.69,9000000,FEMALE,MD,tech-support,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,NO,14880,7440,52080,Y
701,162,250/500,500,964.92,0,FEMALE,Associate,exec-managerial,other-relative,45700,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,4,NO,2,1,NO,3530,3530,28240,Y
702,396,500/1000,500,1351.72,0,MALE,High School,tech-support,wife,0,-49400,Parked Car,Rear Collision,Minor Damage,None,3,1,YES,1,3,NO,480,480,1680,N
703,270,250/500,1000,817.28,0,MALE,High School,sales,unmarried,62200,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,NO,1,1,NO,4630,9260,46300,Y
704,168,500/1000,1000,1389.59,0,FEMALE,Masters,machine-op-inspct,own-child,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,23,3,YES,1,3,NO,3780,7560,30240,Y
705,274,250/500,1000,1353.53,0,FEMALE,JD,tech-support,unmarried,54700,-47900,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,11700,0,46800,Y
706,263,500/1000,1000,1294.04,0,FEMALE,Masters,handlers-cleaners,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,13220,6610,59490,N
707,152,100/300,1000,840.81,0,FEMALE,High School,farming-fishing,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,2,1,YES,0,2,NO,7510,7510,67590,Y
708,46,100/300,2000,998.19,0,FEMALE,MD,priv-house-serv,husband,43700,-66300,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,23,3,NO,1,3,NO,13100,19650,45850,Y
709,276,100/300,2000,1090.32,0,MALE,College,handlers-cleaners,husband,0,-70400,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,17,1,NO,1,2,NO,5710,5710,39970,Y
710,234,500/1000,500,1780.67,0,MALE,Associate,other-service,other-relative,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,7020,7020,56160,Y
711,64,250/500,2000,1681.01,0,MALE,JD,protective-serv,own-child,0,-51100,Parked Car,Rear Collision,Minor Damage,None,16,1,NO,2,1,NO,490,1470,2940,N
712,456,250/500,1000,1395.77,0,FEMALE,MD,protective-serv,own-child,82600,-49500,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,1,3,NO,5540,11080,49860,Y
713,58,500/1000,2000,1471.44,5000000,MALE,High School,transport-moving,own-child,57500,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,NO,2,1,NO,4580,9160,36640,Y
714,475,500/1000,500,1265.72,0,FEMALE,Masters,handlers-cleaners,wife,0,-59500,Single Vehicle Collision,Front Collision,Major Damage,Fire,23,1,YES,0,2,NO,9900,9900,44550,N
715,96,250/500,1000,1274.7,5000000,MALE,College,prof-specialty,other-relative,47500,-58700,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,5540,11080,38780,Y
716,99,100/300,500,1330.39,0,MALE,MD,prof-specialty,wife,0,0,Single Vehicle Collision,Front Collision,Total Loss,Other,3,1,NO,2,2,YES,4990,9980,34930,N
717,38,500/1000,500,1122.95,4000000,MALE,Masters,priv-house-serv,other-relative,78000,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,12480,12480,49920,N
718,259,250/500,2000,1655.79,0,FEMALE,Masters,exec-managerial,husband,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,8,1,YES,0,0,YES,16280,16280,73260,N
719,241,250/500,1000,935.77,0,MALE,Associate,prof-specialty,own-child,0,-36000,Vehicle Theft,Rear Collision,Trivial Damage,Police,21,1,NO,1,0,YES,1300,650,5200,N
720,437,500/1000,2000,1192.04,0,MALE,Associate,craft-repair,own-child,66100,-31400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,11160,11160,33480,N
